-2.0,0.0,0.0
0.0,-2.0,0.3611673533701452
-4.0,-3.0,0.15844487896132384
1.0,-4.0,0.5042035731897286
-5.0,2.0,0.026514438108825825
-5.0,1.0,0.026514438108825825
1.0,-2.0,0.20864772588979713
0.0,-3.0,0.46931516333100753
0.0,-1.0,0.19753086419753088
-5.0,0.0,0.026402474395049735
-3.0,0.0,0.0
2.0,-5.0,0.6892909248520949
-5.0,-2.0,0.04598817380602461
-4.0,-1.0,0.0
-2.0,-4.0,0.6117647058823529
-1.0,2.0,0.0
0.0,-5.0,0.7057673609017806
-2.0,-2.0,0.03333333333333333
-2.0,-5.0,0.6808302808302809
-4.0,-2.0,0.04436181970290908
-2.0,-3.0,0.5783132530120482
-4.0,-5.0,0.18606989874805147
1.0,2.0,0.0021061359867330016
1.0,0.0,0.08373350483501105
-3.0,-1.0,0.0
-3.0,-2.0,0.0
-2.0,-1.0,0.0
-2.0,2.0,0.0
-1.0,-1.0,0.0
2.0,-2.0,0.0498039891638804
-4.0,1.0,0.0
-1.0,-5.0,0.7196898862396754
-3.0,-3.0,0.5195537619833963
2.0,0.0,0.07754976978460328
0.0,2.0,0.0
-1.0,-4.0,0.6579825766381365
-3.0,1.0,0.0
0.0,0.0,0.0
2.0,1.0,0.11366740925328361
2.0,2.0,0.12161692300598745
1.0,-5.0,0.7324522957829014
-5.0,-5.0,0.05245567266505688
-4.0,-4.0,0.18520131597648362
1.0,-1.0,0.12324213377346119
0.0,1.0,0.0
0.0,-4.0,0.701694661848691
-1.0,0.0,0.0
-5.0,-1.0,0.02899052402856429
2.0,-4.0,0.3474996567118218
-4.0,0.0,0.0
-3.0,2.0,0.0
-3.0,-5.0,0.6128854392245545
-1.0,-2.0,0.06557377049180331
-1.0,-3.0,0.46753246753246774
-5.0,-4.0,0.05245567266505688
-4.0,2.0,0.0
2.0,-1.0,0.13767218864440542
-5.0,-3.0,0.05027068821795173
-2.0,1.0,0.0
-3.0,-4.0,0.5988695207687823
1.0,-3.0,0.6857021276595747
1.0,1.0,0.008108619187001755
-1.0,1.0,0.0
2.0,-3.0,0.21870828621535088
